dish_id,dish_name,ingredients,instructions,tips,usage,cooking_time,servings,difficulty,image_url,url
104,Bò Kho Chay,"Nấm đông cô khô: 30g, Đậu hạt Hà Lan: 30g, Tàu hũ ki cọng mềm: 100g, Cà rốt: 100g, Khoai tây: 200g, Nước dừa tươi: 700ml, Ớt hiểm băm: 1m, Cà paste: 2M","Nấm đông cô ngâm nước sôi cho mềm, bỏ chân, cắt đôi. Cà rốt, khoai tây cắt khối 3cm.; Đậu hũ trắng cắt miếng vuông 3cm. Tàu hũ ky cắt khúc 3cm. Sả cây đập dập cắt khúc. Ớt sừng cắt khúc. Hành boaro cắt lát mỏng. Ngò gai, rau quế cắt nhỏ. Bột năng hòa với nước cho loãng. Phi thơm hành boaro, sả ớt băm, rồi cho 2M cà paste, bột mì, cho cà rốt, khoai tây vào, cho 2M bột bò kho, 2M sa tế vào xào với lửa nhỏ, đến khi hỗn hợp lên màu đỏ đặc trưng. Thêm vào 700ml nước dừa tươi, sả cây, nấm đông cô và nêm vào 1/2m muối, 1m bột ngọt AJI-NO-MOTO®, 1,5M đường, 2,5M hạt nêm Aji-ngon® Nấm, đun sôi với lửa lớn 5 phút, cho tiếp tàu hũ ki, đậu hũ và đậu hạt Hà Lan vào, nấu chín tới, cho nước bột năng vào từ từ, tạo độ sệt, tắt lửa, thêm ngò gai và rau quế vào.","Khi cho bột bò kho vào xào, nên để lửa nhỏ, để bột không bị cháy., Cho đậu hũ trắng vào sau cùng để đậu không bị nát., Cho bột mì vào xào để có độ sánh & ngon hơn.","Múc bò kho chay ra tô, rắc ít tiêu, dùng nóng với bánh mì hoặc hủ tiếu., Món ăn ngon đi kèm: Trà sữa hạt é sương sâm",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2017/12/bo-kho-chay-880.jpg,https://monngonmoingay.com/bo-kho-chay/
105,Tôm Viên Đậu Hủ Xốt Cà,"Tôm sú: 300g, Đậu hũ non: 150g, Cà chua: 150g, Hành lá cắt nhỏ: 1M, Hành tím băm: 1M, Giò sống: 150g","Tôm sú bóc đầu & vỏ để riêng, thịt tôm băm nhỏ, trộn giò sống, ướp 1/2m hạt nêm, 1/2m bột ngọt, 1m hành tím băm, 1m hành lá cắt nhỏ, 1 ít tiêu, 1/2m bột năng, trộn đều, đập vài lần cho tôm dai. Vo thịt tôm thành các viên tròn đều. Đậu hũ non cắt miếng vừa ăn. Cà chua cắt hạt lựu. Nấu vỏ & đầu tôm với 500ml nước lấy nước dùng. Phi thơm hành tím, cho cà chua vào xào, thêm nước luộc tôm vào nấu, nêm 2m hạt nêm, 1m đường, 1M tương cà, nấu khoảng 5 phút, cho viên tôm vào nấu khoảng 5 phút, tiếp tục cho đậu hũ vào nấu thêm 3 phút đến khi sốt sánh, đảo đều, tắt lửa, cho hành lá và tiêu.",✅ Thêm bột năng vào nhân giúp viên tôm kết dính tốt hơn và không bị khô.,"Trình bày tôm xốt ra dĩa, trang trí hành lá ngò rí, dùng nóng với cơm",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2023/08/tom-vien.jpg,https://monngonmoingay.com/tom-vien-dau-hu-xot-ca/
106,Gà Hấp Tứ Quý Chay,"Nấm đùi gà: 150g, Hạt sen: 30g, Cà rốt: 30g, Hành tây: 30g, Tiêu xanh: 1 nhánh, Hành boa rô: 20g, Bột năng: 10g","Tẩm nấm đùi gà qua bột năng, xếp vào lá tàu hủ ky thành hình chữ nhật. Gói nấm lại, gói kín và dán mép bằng bột năng, làm đến khi hết nấm và lá tàu hủ ky (2-3 gói). Áp chảo những gói nấm đến khi vàng giòn 2 mặt, để nguội. Cắt ngang gói nấm thành từng miếng dày 1-1.5cm (nhìn như miếng thịt gà). 🥣Pha xốt: 1/3m tiêu đen, 1/2m bột ngọt, 2m Hạt nêm Aji-ngon® Nấm, 2m đường, 1m dầu mè, 1M Nước tương “Phú Sĩ”, 1M nước lọc, khuấy tan gia vị Phi thơm hành boa rô, cho các loại rau củ (trừ hành tây) vào xào chung với xốt. Xếp hành tây dưới đĩa oval, xếp miếng gà lên trên, cho các loại rau củ vừa xào xung quanh. Cho đĩa gà vào nồi hấp và hấp 20 phút","✅ Tẩm bột năng vào nấm để nấm dính chặt hơn., ✅ Áp chảo tàu hủ ky để có miếng da gà đẹp mắt., ✅ Xào xốt với nguyên liệu phụ trước để hương vị hài hòa","Lấy đĩa gà ra và trang trí ngò rí, dùng kèm cơm nóng.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/05/ga-hap-tu-qui-chay.jpg,https://monngonmoingay.com/ga-hap-tu-quy-chay/
107,Cơm Gạo Lứt Trộn,"Gạo lứt: 100g, Gạo thường: 50g, Cà rốt: 50g, Bắp Mỹ: 1/3 trái, Đậu Pháp (cove Nhật): 50g, Nấm đông cô tươi: 20g","Gạo lứt vo sạch, ngâm với 200ml nước trong vòng 20 phút. Gạo thường vo sạch. Tỏi, hành tím băm nhuyễn. Cà rốt cắt hạt lựu. Bắp Mỹ tách lấy hạt. Đậu tước sơ cắt nhỏ 5mm. Nấm đông cô tươi bỏ gốc, rửa nhanh dưới vòi nước lạnh, cắt hạt lựu. Cho gạo và các nguyên liệu vào nồi cơm điện, nêm cùng 1/2m nước tương, 1/2m Hạt nêm Aji-ngon® Nấm vào nấu chín. Sau khi chín, cho hành lá vào trộn đều. Cho hành tỏi phi vào trộn đều cùng cơm.","Cho thêm dầu ăn vào lúc nấu cơm để hạt cơm bóng đẹp., Lúc luộc mở nắp cho rau xanh., Ngâm gạo lứt trước khi nấu, để hạt gạo mềm, dễ ăn.","Trộn đều cơm với hỗn hợp rau củ, trang trí thêm ngò rí, ăn kèm nước tương “Phú Sĩ”.",30,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/01/com-gao-lut.jpg,https://monngonmoingay.com/com-gao-lut-tron-2/
108,Cơm Giòn Tôm Kho Quẹt,"Tôm thẻ: 200g, Cơm trắng: 400g, Đậu bắp: 100g, Bầu: 100g, Cà rốt: 100g, Bông cải trắng: 100g, Kho quẹt: 60g, Dầu ăn: 7.5g","Tôm bỏ đầu, bóc vỏ, dùng dap đập hơi dập, sau đó cắt hạt lựu. Cơm trộn đều với 100g bột chiên giòn và tôm cắt hạt lựu, sau đó cho vào túi zipper, cán mỏng còn khoảng 2mm, dùng dao cắt cơm thành từng miếng vuông cạnh 4cm rồi cắt xéo thành hình tam giác. Các loại rau củ cắt miếng vừa ăn, luộc chín trong nước có ít dầu ăn và hạt nêm. Đun nóng dầu ăn, lần lượt cho cơm vào chiên chín vàng giòn, vớt ra để ráo dầu.","Chiên cơm lửa vừa để cơm giòn đều và ngon hơn., Cho một ít dầu ăn vào nước luộc rau giúp rau củ có độ bóng & hấp dẫn hơn., Ăn cùng sốt dùng ngay Kho Quẹt chấm cùng rau củ và cơm giòn giúp món ăn hơn, chuẩn vị và tiết kiệm thời gian., Cán trước vài miếng tôm rồi bỏ tủ mát cho dễ cắt.","Cho kho quẹt ra chén, khi ăn chấm cùng cơm tôm giòn và rau củ., 🍎 Ăn kèm Tráng miệng: Táo, 🍴Đối tượng: 35 – 45+. Thực đơn hỗ trợ xây dựng khối cơ xương.",5,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/04/com-gion-tom-kho-quet-1.webp,https://monngonmoingay.com/com-gion-tom-kho-quet/
109,Cháo Hạt Sen Bạch Quả,"Nấm rơm búp: 50g, Hạt sen tươi: 50g, Bạch quả đã luộc: 50g, Cà rốt cắt hạt lựu: 50g","Nấu lấy 1 lít nước dùng từ các loại rau củ trong 20 phút. Ngò rí cắt nhỏ. Tàu hủ ky chiên giòn, bóp nhỏ. Phi thơm poa-rô, múc ra 1/2 lượng để riêng, tiếp tục cho nấm rơm và nấm hương vào xào, nêm 1/2m hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, trút ra để riêng. Cho nước dùng vào nấu chung với cháo, thêm hạt sen, bạch quả, cà rốt và nấm đã xào vào nêm 1M hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, 1/3m bột ngọt AJI-NO-MOTO® và 1m muối, 1/2m dầu mè. Tắt lửa.","Nấu cháo pha một ít gạo nếp giúp cháo có độ sánh dẻo, Bạch quả có 2 dạng: loại còn vỏ và luộc sẵn. Loại còn vỏ mua về phải đập nhẹ tay rồi cạy bỏ lớp vỏ cứng, luộc sơ qua, sau đó nấu như hạt luộc sẵn.","Múc cháo ra tô, thêm ngò rí, tiêu, dầu mè, poa-rô phi. Khi ăn thêm ít tàu hủ ky lên trên. Dọn kèm muối tiêu, chanh và ớt băm.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/CH%C3%81O-H%E1%BA%A0T-SEN-B%E1%BA%A0CH-QU%E1%BA%A2_CQC1307.png,https://monngonmoingay.com/chao-hat-sen-bach-qua/
110,Cháo Nghêu,"Dừa nạo: 500g, Gạo thơm: 150g, Giá: 100g, Gạo neeso: 50g","Gạo dẻo, gạo nếp vo sạch, để ráo. Hành tím, tỏi bóc vỏ, băm nhỏ. Hành lá phần đầu trắng băm nhuyễn, phần lá cắt nhỏ. Nghêu tách lấy thịt, rạch và nặn bỏ phần đen, rửa sạch, để ráo, ướp với 1m hành phi, 1m đầu hành lá băm, 1/2m tiêu, 1/2m muối hột và 1/2m hạt nêm Aji-ngon®, để 10 phút cho thấm rồi xào sơ. Dừa nạo nhồi kĩ với nước nóng, vắt lấy 1 chén nước cốt và 1 tô nước dão. Cho 1 lít nước dùng và gạo dẻo, gạo nếp vài nồi đun sôi, giảm nhỏ lửa nấu đến khi hạt gạo nở hết. Thêm 2/3 phần nước dão dừa vào, đun sôi lại, nêm 1/2m tiêu và 1/2m hạt nêm Aji-ngon®. Cho nghêu vào, khuấy đều nhanh tay rồi thêm nước cốt dừa vào.","Dùng muối hột để món cháo có vị đậm đà hơn., Không nên xào nghêu chín quá vì thịt sẽ bị dai, không ngon.","Múc cháo ra tô, ăn kèm giá, chanh, ớt, thêm tiêu, nước mắm và hành phi tùy khẩu vị.",45,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/AGF_0603-chao-ngheu.png,https://monngonmoingay.com/chao-ngheu/
111,Sườn Non Kho Chao,"Sườn non: 500g, Ớt sừng: 1 trái, Chao trắng: 2M, Nước chao: 1M, Hành tỏi băm: 2M","Hành tây cắt múi cau. Ớt sừng cắt khúc 2 cm. Hành lá cắt nhỏ. Chao tán nhuyễn Ướp sườn: Sườn non chặt miếng vừa ăn. Ướp với 1M Hạt nêm Aji-ngon® (Heo), 1m Bột ngọt AJI-NO-MOTO®, 1m đường, 1/2m tiêu, 1M nước chao và 2M chao, 1M caramel, 1M hành tỏi băm, để thấm. Phi thơm 1M hành tỏi băm, cho sườn vào xào săn kỹ rồi thêm nước vào xâm xấp sườn, kho lửa vừa đến khi sườn mềm thấm vị. Nước kho cạn, cho hành tây và ớt sừng vào, kho đến khi nước cạn sánh thì tắt lửa.","Sử dụng thêm nước chao để tăng vị chao cho món ăn., Tán nhuyễn chao trước khi ướp sườn để sườn thấm vị hơn.","Múc sườn non kho chao ra dĩa, rắc thêm tiêu và hành lá. Dùng nóng với cơm.",45,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2020/05/suon-non-kho-chao.webp,https://monngonmoingay.com/suon-non-kho-chao/
112,Thịt Giò Heo Kho Củ Cải,"Thịt giò heo: 500g, Củ cải trắng: 200g, Bắp non: 100g, Hành tỏi băm: 3M, Ớt sừng: 1 trái, Gừng cắt sợi: 1M","Thịt chân giò cắt miếng vừa ăn, ướp với 8M Nước tương “Phú Sĩ”, 1/2M Hạt nêm Aji-ngon® (Heo), 1M đường, 1m Bột ngọt AJINOMOTO®, 1 ít tiêu xay, 1M tương ớt, 1M gừng sợi, để thấm 10 phút. Củ cải cắt móng ngựa. Bắp non cắt đôi hoặc để nguyên trái. Ớt sừng cắt khúc 3cm. Hành lá cắt nhỏ. Kho: Phi thơm hành tỏi băm, cho thịt chân giò vào xào đến khi thịt săn, thêm 1/2 chén nước vào, nấu sôi rồi giảm lửa, kho khoảng 5 phút thì cho bắp non và ớt sừng vào, kho đến khi thịt mềm thì thêm củ cải trắng, đảo đều, kho đến khi thịt chín mềm, bắp non và củ cải chín vừa, cho hành lá vào đảo đều rồi tắt lửa. Trong khi kho nếu nước cạn mà thịt chưa mềm thì cho thêm từ từ.","Cho củ cải vào sau để củ cải có độ chín vừa, không bị mềm nhũn.","Cho thịt giò heo kho củ cải ra dĩa, dùng nóng với cơm.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2019/06/thit-gio-heo-kho-cu-cai-500.jpg,https://monngonmoingay.com/thit-gio-heo-kho-cu-cai/
113,Canh Sườn Bí Đỏ Rong Biển,"Sườn non: 200g, Bí đỏ: 300g, Rong biển Nhật (wakame): 10g, Lê: 1 quả, Bột năng: 1m","Sườn non chặt miếng nhỏ 2cm, ngâm nước muối rồi xả nước lạnh đến khi nước sạch trong. Bí đỏ và lê cắt khối 1cm. Rong biển ngâm nở. Hành lá: phần lá cắt nhỏ, đầu hành đập dập, băm nhuyễn. Ướp sườn: ướp sườn với 1/2m Hạt nêm Aji-ngon® (Heo), 1/4m muối, 1/4 tiêu, 1/4m đường,  1/2m bột năng, 1M nước, 1m dầu mè, để thấm 15 phút. Nấu canh: Xào săn sườn với dầu ăn, cho 1,5 lít nước vào nấu sôi rồi giảm lửa nấu cho sườn mềm. Cho bí đỏ và lê vào nấu chín, nêm 2m Hạt nêm Aji-ngon® (Heo), 1/2m muối, 1/2m đường, nếm vị vừa ăn rồi cho rong biển wakame vào. Tắt lửa.","Ngâm sườn và xả nước nhiều lần đến khi nước trong để nước canh trong ngọt thịt., Ướp chút dầu mè để sườn có hương thơm đặc trưng., Thêm trái lê để nước canh có vị ngọt thanh.","Múc canh sườn bí đỏ rong biển ra tô, rắc ngò gai và hành lá lên trên, dùng nóng với cơm, chan thêm nước mắm tùy khẩu vị.",15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2020/05/canh-suon-bi-do-rong-bien.webp,https://monngonmoingay.com/canh-suon-bi-do-rong-bien/
114,Cháo Trứng Thịt Bằm,"Thịt thăn heo: 150g, Gạo tẻ: 70g, Gạo nếp: 30g, Trứng gà: 4 quả, Hành tím băm: 2m","Gạo tẻ và nếp vo sạch, cho vào nồi nấu với 750ml nước đến khi cháo nở đặc sệt. Hành lá phần đầu trắng băm nhuyễn, phần lá cắt nhỏ cùng với ngò rí. Thịt heo băm nhuyễn, ướp với 1m hành tím băm, 1/2m hạt nêm Aji-ngon®, 1/4m tiêu và 5M nước lọc, để thấm 15 phút. Đun sôi 1 lít nước với 3M Giấm gạo lên men LISA®, giảm lửa, đập trứng thả nhẹ vào nồi sao cho lòng trắng trứng bao quanh lòng đỏ, luộc đến khi trứng nổi lên, vớt ra rửa qua nước lạnh, bóc bớt màng lòng trắng trứng còn dính xung quanh. Thêm 750ml nước lạnh, nấu tiếp đến khi cháo nhừ. Phi thơm 1M hành tím băm với 2M dầu ăn, xào thịt heo vừa chín và tơi đều, cho vào nồi cháo,  có độ đặc vừa, nêm thêm 1m hạt nêm Aji-ngon® và 1M nước mắm, nếm vị vừa ăn.",Ướp thịt với ít nước lạnh để khi xào thịt tơi đều.,"Múc cháo ra tô, cho trứng vào, rắc hành lá, ngò rí và tiêu lên mặt, dùng nóng.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/chao-trung-thit-bam-540-360.jpg,https://monngonmoingay.com/chao-trung-thit-bam/
115,Cơm Gà,"Bột nghệ : 1/4M, Gạo ngon : 300g, Mỡ gà : 50g, Rau răm : 30g, Tỏi băm : 1M, Đầu hành băm : 1M","Luộc gà trong nước có gừng đập dập, nêm 1/2m bột ngọt AJI-NO-MOTO®, 1/3m muối. Xé gà thành miếng nhỏ. Thắng mỡ gà, cho 1M tỏi băm vào phi thơm, lấy 2M mỡ rang gạo cho thơm, để lại 1M mỡ gà. Lấy ra 2M nước luộc gà. Cho vào nước luộc gà 1/4M bột nghệ, cho gạo vào nấu chín. Rau răm nhặt sạch, cắt nhỏ. Hành tây cắt lát mỏng, ngâm qua nước đá cho hết hăng. Cà rốt cắt sợi nhuyễn. Trộn đều hành tây và cà rốt với 1M Giấm gạo lên men LISA®, 1/2M đường, rắc rau răm lên trên. Pha nước tương: 2M nước tương “Phú Sĩ”, 2M nước dùng gà, 1 ít muối, 1 ít bột ngọt AJI-NO-MOTO®, 1 trái ớt hiểm cắt lát, 1/2M đầu hành băm. Trộn cơm với 1m muối, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon®. Cho 1M mỡ gà vào chảo rồi đảo đều cơm cho săn. Tắt bếp.","Rang gạo với mỡ gà và tỏi đến khi hạt gạo trong và săn trước khi nấu để món ăn ngon hơn., Sử dụng nước luộc gà để pha nước chấm để món ăn ngon hơn.","Ém cơm ra đĩa, cho thịt gà lên, rắc rau răm và hành phi lên trên, dùng kèm nước tương pha và rau.",5,0,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/ComGa_CQC8198-540x360.jpeg,https://monngonmoingay.com/com-ga/
116,Cơm Chiên Thịt Bò Và Phô Mai,"Thịt thăn bò: 100g, Phô mai bào sợi: 50g, Bắp hạt mỹ luộc chín: 50g, Đậu Hà Lan luộc chín: 50g, Cà rốt cắt hạt lựu luộc chín: 50g, Tỏi phi: 1M, Nước tỏi: 1M","Thịt thăn bò cắt hạt lựu 1cm, ướp với 1M nước tỏi, 1/2m tiêu, 1m nước tương “Phú Sĩ”, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m hạt nêm Aji-ngon® trộn đều, để 15 phút cho gia vị thấm vào. Cà rốt, bắp, đậu Hà Lan luộc chín để ráo. Hành lá cắt nhỏ. Trứng vịt đánh tan, cho vài giọt rượu trắng vào. Chiên cơm: Làm nóng dầu cho bò vào xào nhanh tay trút ra dĩa, cho tiếp cà rốt, bắp hạt, đậu Hà Lan, cho trứng vịt vào đảo nhanh, cho cơm và trộn đều, nêm 1m tiêu, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon® đảo đều, cho bò, hành lá, tỏi phi vào xóc nhanh tay, tắt lửa, cho 1/2 phô mai sợi vào đảo đều.","Thêm rượu trắng vào trong trứng để khử mùi tanh của trứng vịt., Xào bò trước khi cho vào cơm thịt bò săn và không bị dai Khi ăn.","Cho cơm ra dĩa, rắc phần phô mai còn lại lên trên, dùng chung với nước tương “Phú Sĩ” khi cơm còn nóng.",25,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/11/Com-chien-thit-bo-phomai540-e1448614014476.jpg,https://monngonmoingay.com/com-chien-thit-bo-va-pho-mai/
117,Gà Xào Tiêu Đen,"Tỏi băm: 1M, Bơ lạt: 10g, Gừng băm: 1M, Rượu nếp: 1M","Thịt gà cắt khối 2,5cm. Hành tây, cà chua, dưa bỏ hạt: cắt vuông 2cm. Ướp thịt gà với: 1m Hạt nêm Aji-ngon gà, 1m đường, 1M nước tương Phú Sĩ, 1M dầu ăn trong 15′. Pha nước gia vị: Hòa tan 1m Hạt nêm Aji-ngon gà, 1m đường, 1m rượu trắng, 2m tương cà, 2m tương ớt, 1M nước, 1M nước tương Phú Sĩ. Phi 1/2M dầu ăn thơm tỏi, gừng, tiêu cho thịt gà vào xào, thêm 1/2 nước gia vị vào xào thấm, rút hết nước. Thêm các loại rau củ và phần nước gia vị còn lại vào xào đều đến khi chín. Tắt bếp cho bơ vào xốc tan đều.","Ướp thịt gà với dầu ăn để giữ trọn hương vị ướp và khi xào thì không bị khô., Chỉ cà bể tiêu đen để cảm nhận được mùi vị đặc trưng của tiêu.","Cho thịt gà ra đĩa dùng nóng với cơm., Món ăn ngon đi kèm: Canh chua cá",40,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/03/Ga-xao-tieu-den-1.jpg,https://monngonmoingay.com/ga-xao-tieu-den/
118,ĐẬU HŨ XỐT CAY XÈ,"Đậu hũ non: 200g, Thịt heo xay: 100g, Hành lá: 10g, Gừng cắt sợi: 5g, Hành tím băm: 5g, Ớt hiểm khô: 2 trái","Đậu hũ non cắt miếng vừa ăn. Hành lá cắt nhỏ. Pha nước xốt: 15g Nước tương “Phú Sĩ”, 5g Dầu hào “AJINOMOTO”, 2g Bột ngọt AJI-NO-MOTO®, 5g đường, 2g “AJINOMOTO” Giấm gạo lên men Phi thơm 2M sa tế với hành, gừng, ớt hiểm, ớt hiểm khô, cho thịt vào xào với lửa lớn, thêm nước xốt và 1/2 chén nước vào, cho đậu hũ non vào xốt đến khi nước cạn bớt, rắc tiêu và hành lá.",nan,"Cho đậu hũ ra dĩa, dùng nóng với cơm trắng.",10,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/09/Dau-hu-xot-cay-1-1-1024x585.png,https://monngonmoingay.com/dau-hu-xot-cay-xe/
119,Sushi Cupcake Cá Hồi,"Cá hồi phi lê: 120g, Bơ quả: 80g, Mè rang: 20g, Bắp Mỹ: 40g, Đường: 12g, Dầu hào: 2g, Dầu mè: 2g, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 24g","Trộn cơm Pha 1,5M “AJINOMOTO” Giấm gạo lên men cùng 1M đường thêm vào 1/3m muối sau đó khuấy cho tan đường. Kế tiếp cho hết vào cơm khi cơm còn nóng trộn đều cho ngấm vào từng hạt cơm sau đó để nguội. Sơ chế nguyên liệu Dưa leo bỏ hạt bỏ vỏ thái hạt lựu, bơ thái hạt lựu, sau đó là cắt cá hồi hạt lựu vuông cờ và trộn cùng với gia vị 1m Dầu hào “AJINOMOTO” và 1m dầu mè. Nướng cơm Cơm sau khi nguội trộn cùng với 2M Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản và các nguyên liệu bắp và 1 lá rong biển sushi và 1/2 lượng mè rang, trộn đều 5 lá rong biển còn lại (3 lá cắt làm tư, 2 lá băm nhỏ) xếp vào từng khuôn sau đó cho cơm trộn vào và dàn đều cho thêm dưa leo vào kế tiếp là phô mai mỗi miếng cắt làm 4 cho vào từng khuôn sau đó là cho cá hồi lên từng khuôn. Nướng ở nhiệt độ 180 độ trong 8 phút.","– Cho bắp và dưa leo vào món ăn giúp tăng độ giòn ngọt và tạo cảm giác lạ miệng khi ăn., – Cá hồi trộn cùng với dầu hào và dầu mè giúp cá chín vừa không khô và tạo màu sắc cho món ăn., – Trộn cơm với giấm đường khi cơm còn nóng giúp cơm được thấm đều gia vị hơn.",Khi cá chín lấy ra trình bày lên dĩa rắc thêm mè rang còn lại lên topping thêm Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản lên.,10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/09/sushi-cupcake.jpg,https://monngonmoingay.com/sushi-cupcake-ca-hoi/
120,Cơm Trộn Vetula,"Gạo: 150g, Rau củ đông lạnh các loại: 100g, Thịt bò xay: 100g, Bacon: 50g, Nấm đùi gà: 50g","Gạo vo sạch. Nấm cắt lát dày 2 mm. Bacon cắt nhỏ vừa ăn. Cho gạo và tất cả nguyên liệu nêm 1m Hạt nêm Aji-ngon® Heo, 1M Nước tương “Phú Sĩ” giảm muối trộn đều lại. Nấu cơm chín. Yêu cầu: Cơm mềm, dẻo, các nguyên liệu chín đều Màu của cơm/ nguyên liệu rau củ,…. Vị vừa ăn, thơm nước tương",Sử dụng các nguyên liệu có sẵn để làm món cơm lười vừa ngon vừa tiện,Khi ăn múc cơm ra dĩa. Dùng nóng kèm nước tương,30,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/09/Com-tron-Vetula-1-1024x584.png,https://monngonmoingay.com/com-tron-vetula/
121,Snack Rong Biển Thanh Cua,"Bánh tráng: 80g, Thanh cua: 30g, Rong biển giòn: 15g, Trứng gà: 1 quả","Thanh cua xé sợi. Trứng gà đánh tan. Bánh tráng phết đều trứng, sau đó thêm thanh cua đã được xé sợi hoặc rong biển, tiếp tục đặt 1 miếng bánh tráng tẩm trứng lên trên, kẹp lại, cắt nhỏ miếng vừa ăn cho vào nồi chiên không dầu nướng giòn ở nhiệt độ 180°C khoảng 4 phút. Yêu cầu: Bánh tráng giòn tan Màu của bánh tráng, thanh cua và rong biển Vị vừa ăn, chấm xốt phô mai cay thơm béo cay nhẹ",nan,Cho bánh snack ra dĩa chấm kèm với Xốt Phô Mai Cay “Aji-Xốt”,5,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/08/SNACK-RONG-BIEN-THANH-CUA-1-1024x584.png,https://monngonmoingay.com/snack-rong-bien-thanh-cua/
122,Bánh Cuốn Lạnh,"Bánh tráng: 150g, Nấm đùi gà: 70g, Trứng gà: 2 quả","Nấm đùi gà cắt lát mỏng Bánh tráng thấm ướt bằng nước đá lạnh, chồng lên 3 lớp cuộn lại cắt ngắn 2cm hoặc cho vào ngăn mát làm lạnh. Trứng luộc lòng đào. Pha xốt: Phi nóng 5g gừng, 5g tỏi và 5g ớt băm, cho nấm đùi gà vào xào chín, cho hỗn hợp gồm 30g Nước tương “Phú Sĩ”, 15g đường, 10g “AJINOMOTO” Giấm gạo lên men. Để nguội Yêu cầu: Bánh tráng mềm, không bở nát Màu nước tương và các gia vị kèm theo Vị vừa ăn, chua ngọt nhẹ, thơm mỡ hành",nan,"Cho bánh tráng vào dĩa, cho xốt đều lên mặt, cắt dọc quả trứng và cho ngò rí cắt nhỏ, mỡ hành lên trên mặt",10,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/08/BANH-CUON-LANH-1-1024x584.png,https://monngonmoingay.com/banh-cuon-lanh/
123,Salad Bò Đậu Rồng,"Thịt bò thái lát: 200g, Đậu rồng non: 120g, Xà lách carol: 100g, Cà chua: 100g - 1 trái, Ớt chuông vàng: 80g, Tỏi củ/ tỏi tím bắp: 20g, Ngò rí: 20g, Hạt điều: 30g, Bắp mỹ: 20g","Ướp thịt bò: Cho thịt bò ra tô sau đó ướp cùng với 1m Dầu hào “AJINOMOTO” cùng với 1/2m Hạt nêm Aji-ngon® Heo và 1/2m Bột ngọt AJI-NO-MOTO® và 1/4m tiêu sau đó cho thêm 1m dầu ăn vào trộn đều sau đó để thấm 10 phút. Làm salad: Đậu rồng thái dài lát dày cắt xéo 3mm, ớt chuông thái que, cà chua thái múi cau làm 8 miếng, xà lách carol cắt khúc, ngò rí cắt khúc sau đó cho bắp mỹ vào, bọc kín cho vào tủ lạnh. Xào thịt bò: Đập dập tỏi, băm sơ 20g. Cho 1/2M dầu vào chảo phi thơm tỏi cho vàng sau đó cho hết thịt bò vào xào với lửa lớn cho thịt bò chín vừa tái. Cho thịt bò ra dĩa. Trộn salad: Cho salad trộn ra trộn đều ngò rí sau đó cho 4M Xốt Mè Rang “Aji-Xốt” vào trộn đều, trình bày ra dĩa cuối cùng với thịt bò rắc thêm hạt điều giã sơ Yêu cầu: Món ăn có độ giòn và tươi mát Màu xanh của đậu rồng cùng với màu vàng của ớt chuông Vị béo thơm của xốt mè rang khi kết hợp với đậu rồng cùng với xà lách carol giòn thơm.","Sử dụng Xốt Mè Rang “Aji-Xốt” giúp món ăn ngon và tiện lợi hơn, Nên chọn đậu rồng non không có sơ dài giúp món ăn sẽ ngon hơn., Xào thịt bò với lửa lớn giúp thịt bò chín vừa mềm và không bị khô., Thực đơn hỗ trợ mắt khỏe mạnh, 1800 kcal. G:P:L=52:18:30",Rưới xốt mè rang trước khi trộn,10,0,Dễ,https://monngonmoingay.com/wp-content/uploads/2025/08/Salad-dau-rong.png,https://monngonmoingay.com/salad-bo-dau-rong/
